trajectory_id,time_step,S,I,R
97,8,53,2,1
97,9,52,3,1
97,10,51,4,1
97,11,50,5,1
97,12,47,8,1
97,13,45,7,4
97,14,45,7,4
97,15,43,8,5
97,16,38,13,5
97,17,37,14,5
97,18,33,16,7
97,19,29,17,10
97,20,25,19,12
97,21,21,21,14
97,22,18,22,16
97,23,8,29,19
97,24,6,30,20
97,25,6,26,24
97,26,5,23,28
97,27,4,20,32
97,28,4,16,36
97,29,3,17,36
97,30,3,15,38
97,31,3,14,39
97,32,2,15,39
97,33,2,13,41
97,34,2,12,42
97,35,2,10,44
97,36,2,10,44
97,37,2,10,44
97,38,2,8,46
97,39,1,9,46
97,40,1,8,47
97,41,1,8,47
97,42,1,7,48
97,43,1,7,48
97,44,0,8,48
97,45,0,7,49
97,46,0,7,49
97,47,0,6,50
97,48,0,5,51
97,49,0,5,51
97,50,0,5,51
97,51,0,5,51
97,52,0,5,51
97,53,0,4,52
97,54,0,4,52
97,55,0,3,53
97,56,0,1,55
97,57,0,1,55
97,58,0,1,55
97,59,0,1,55
97,60,0,1,55
98,0,79,1,0
98,1,79,1,0
98,2,79,1,0
98,3,79,1,0
98,4,79,1,0
98,5,78,2,0
98,6,78,1,1
98,7,78,1,1
98,8,77,2,1
98,9,76,3,1
98,10,76,2,2
98,11,76,2,2
98,12,73,5,2
98,13,71,7,2
98,14,69,9,2
98,15,66,10,4
98,16,59,16,5
98,17,54,19,7
98,18,47,26,7
98,19,42,28,10
98,20,32,35,13
98,21,24,43,13
98,22,18,45,17
98,23,14,46,20
98,24,9,47,24
98,25,9,41,30
98,26,8,35,37
98,27,5,37,38
98,28,4,34,42
98,29,4,34,42
98,30,3,32,45
98,31,3,30,47
98,32,3,30,47
98,33,3,26,51
98,34,3,23,54
98,35,3,18,59
98,36,2,18,60
98,37,2,17,61
98,38,2,14,64
98,39,2,12,66
98,40,1,12,67
98,41,1,11,68
98,42,1,11,68
98,43,1,11,68
98,44,1,8,71
98,45,1,8,71
98,46,1,6,73
98,47,1,5,74
98,48,1,5,74
98,49,1,5,74
98,50,1,4,75
98,51,1,4,75
98,52,1,3,76
98,53,1,3,76
98,54,1,3,76
98,55,1,3,76
98,56,1,3,76
98,57,1,3,76
98,58,1,1,78
98,59,1,1,78
98,60,1,1,78
99,0,69,2,0
99,1,67,4,0
99,2,66,5,0
99,3,64,6,1
99,4,62,8,1
99,5,57,12,2
99,6,54,14,3
99,7,50,17,4
99,8,43,24,4
99,9,39,27,5
99,10,33,31,7
99,11,23,36,12
99,12,21,35,15
99,13,20,31,20
99,14,16,34,21
99,15,12,33,26
99,16,10,30,31
99,17,7,30,34
99,18,5,26,40
99,19,4,24,43
99,20,4,22,45
99,21,4,22,45
99,22,4,21,46
99,23,3,21,47
99,24,3,16,52
99,25,3,13,55
99,26,2,14,55
99,27,1,14,56
99,28,1,10,60
99,29,1,10,60
99,30,0,10,61
99,31,0,8,63
99,32,0,5,66
99,33,0,4,67
99,34,0,2,69
99,35,0,2,69
99,36,0,2,69
99,37,0,2,69
99,38,0,2,69
99,39,0,2,69
99,40,0,2,69
99,41,0,2,69
99,42,0,1,70
99,43,0,1,70
99,44,0,1,70
99,45,0,0,71
99,46,0,0,71
99,47,0,0,71
99,48,0,0,71
99,49,0,0,71
99,50,0,0,71
99,51,0,0,71
99,52,0,0,71
99,53,0,0,71
99,54,0,0,71
99,55,0,0,71
99,56,0,0,71
99,57,0,0,71
99,58,0,0,71
99,59,0,0,71
99,60,0,0,71
