trajectory_id,time_step,S,I,R
74,13,51,19,8
74,14,46,23,9
74,15,40,23,15
74,16,35,28,15
74,17,28,34,16
74,18,23,38,17
74,19,18,41,19
74,20,14,39,25
74,21,10,40,28
74,22,7,38,33
74,23,6,37,35
74,24,4,35,39
74,25,4,31,43
74,26,3,29,46
74,27,3,27,48
74,28,3,24,51
74,29,2,24,52
74,30,1,25,52
74,31,0,24,54
74,32,0,23,55
74,33,0,21,57
74,34,0,19,59
74,35,0,18,60
74,36,0,15,63
74,37,0,14,64
74,38,0,14,64
74,39,0,13,65
74,40,0,11,67
74,41,0,9,69
74,42,0,8,70
74,43,0,8,70
74,44,0,8,70
74,45,0,8,70
74,46,0,8,70
74,47,0,6,72
74,48,0,6,72
74,49,0,4,74
74,50,0,3,75
74,51,0,3,75
74,52,0,3,75
74,53,0,2,76
74,54,0,2,76
74,55,0,2,76
74,56,0,2,76
74,57,0,1,77
74,58,0,1,77
74,59,0,1,77
74,60,0,1,77
75,0,98,2,0
75,1,97,3,0
75,2,97,2,1
75,3,97,2,1
75,4,96,3,1
75,5,94,4,2
75,6,93,4,3
75,7,93,4,3
75,8,92,5,3
75,9,91,6,3
75,10,87,10,3
75,11,86,9,5
75,12,81,10,9
75,13,77,13,10
75,14,72,18,10
75,15,67,22,11
75,16,63,24,13
75,17,57,28,15
75,18,52,30,18
75,19,43,37,20
75,20,36,40,24
75,21,29,43,28
75,22,21,48,31
75,23,16,48,36
75,24,13,45,42
75,25,13,39,48
75,26,11,38,51
75,27,8,37,55
75,28,6,36,58
75,29,5,30,65
75,30,4,30,66
75,31,4,26,70
75,32,4,23,73
75,33,4,21,75
75,34,3,20,77
75,35,3,14,83
75,36,3,13,84
75,37,3,10,87
75,38,3,10,87
75,39,3,9,88
75,40,2,10,88
75,41,2,8,90
75,42,2,7,91
75,43,2,6,92
75,44,2,6,92
75,45,2,6,92
75,46,2,6,92
75,47,2,6,92
75,48,2,6,92
75,49,2,6,92
75,50,2,6,92
75,51,2,5,93
75,52,2,5,93
75,53,2,4,94
75,54,2,3,95
75,55,2,3,95
75,56,2,2,96
75,57,2,2,96
75,58,2,2,96
75,59,2,2,96
75,60,2,2,96
76,0,92,2,0
76,1,91,3,0
76,2,89,5,0
76,3,87,7,0
76,4,85,9,0
76,5,81,12,1
76,6,75,16,3
76,7,66,21,7
76,8,58,26,10
76,9,52,30,12
76,10,46,35,13
76,11,40,38,16
76,12,32,42,20
76,13,24,47,23
76,14,19,45,30
76,15,16,43,35
76,16,12,42,40
76,17,12,38,44
76,18,12,37,45
76,19,8,34,52
76,20,7,32,55
76,21,7,24,63
76,22,5,24,65
76,23,5,24,65
76,24,5,21,68
76,25,5,17,72
76,26,5,16,73
76,27,5,12,77
76,28,5,11,78
76,29,4,11,79
76,30,4,10,80
76,31,4,9,81
76,32,4,8,82
76,33,4,6,84
76,34,4,5,85
76,35,4,4,86
76,36,4,3,87
76,37,4,3,87
76,38,4,3,87
76,39,4,3,87
76,40,4,3,87
76,41,4,2,88
76,42,4,1,89
76,43,4,0,90
76,44,4,0,90
76,45,4,0,90
76,46,4,0,90
76,47,4,0,90
76,48,4,0,90
76,49,4,0,90
76,50,4,0,90
76,51,4,0,90
76,52,4,0,90
76,53,4,0,90
76,54,4,0,90
76,55,4,0,90
76,56,4,0,90
76,57,4,0,90
76,58,4,0,90
76,59,4,0,90
76,60,4,0,90
77,0,69,1,0
77,1,68,1,1
77,2,67,2,1
77,3,65,4,1
77,4,65,4,1
77,5,63,5,2
77,6,61,5,4
77,7,59,7,4
77,8,56,9,5
77,9,52,12,6
77,10,46,17,7
77,11,42,20,8
77,12,36,24,10
77,13,32,27,11
77,14,27,29,14
77,15,19,36,15
77,16,17,34,19
77,17,11,37,22
77,18,11,32,27
77,19,9,32,29
77,20,8,31,31
77,21,7,29,34
77,22,5,29,36
77,23,5,27,38
77,24,3,28,39
77,25,3,24,43
77,26,2,22,46
77,27,2,20,48
77,28,2,20,48
77,29,2,18,50
77,30,2,16,52
77,31,2,16,52
77,32,2,15,53
77,33,2,14,54
77,34,1,14,55
77,35,1,13,56
77,36,1,11,58
77,37,1,10,59
77,38,1,9,60
77,39,1,6,63
77,40,1,6,63
77,41,1,5,64
77,42,1,5,64
77,43,1,5,64
77,44,1,4,65
77,45,1,3,66
77,46,1,3,66
77,47,1,3,66
77,48,1,3,66
77,49,1,3,66
77,50,1,2,67
77,51,1,2,67
77,52,1,2,67
77,53,1,0,69
77,54,1,0,69
77,55,1,0,69
77,56,1,0,69
77,57,1,0,69
77,58,1,0,69
77,59,1,0,69
77,60,1,0,69
78,0,90,2,0
78,1,88,4,0
78,2,85,6,1
78,3,83,6,3
78,4,79,10,3
78,5,77,11,4
78,6,77,11,4
78,7,72,15,5
78,8,68,17,7
78,9,61,22,9
78,10,51,30,11
78,11,44,37,11
78,12,35,42,15
78,13,27,45,20
78,14,19,52,21
78,15,15,44,33
78,16,12,43,37
78,17,5,47,40
78,18,5,44,43
78,19,4,41,47
78,20,4,35,53
78,21,4,32,56
78,22,3,29,60
78,23,2,25,65
78,24,2,23,67
78,25,2,22,68
78,26,2,19,71
78,27,2,17,73
78,28,2,13,77
78,29,2,11,79
78,30,2,10,80
78,31,2,10,80
78,32,2,10,80
78,33,2,8,82
78,34,2,8,82
78,35,2,8,82
78,36,2,7,83
78,37,2,6,84
78,38,2,6,84
78,39,2,5,85
78,40,1,6,85
78,41,1,6,85
78,42,1,5,86
78,43,1,4,87
78,44,1,4,87
78,45,1,3,88
78,46,1,3,88
78,47,1,3,88
78,48,1,2,89
78,49,1,2,89
78,50,1,2,89
78,51,1,2,89
78,52,1,2,89
78,53,1,1,90
78,54,1,1,90
78,55,1,1,90
78,56,1,1,90
78,57,1,1,90
78,58,1,0,91
78,59,1,0,91
78,60,1,0,91
79,0,62,4,0
79,1,61,5,0
79,2,59,7,0
79,3,54,12,0
79,4,50,16,0
79,5,45,20,1
79,6,39,22,5
79,7,28,30,8
79,8,26,29,11
79,9,23,29,14
79,10,19,31,16
79,11,14,36,16
79,12,12,34,20
79,13,9,37,20
79,14,4,38,24
79,15,4,38,24
79,16,4,34,28
79,17,2,32,32
79,18,1,28,37
79,19,1,26,39
79,20,1,26,39
79,21,1,25,40
79,22,1,24,41
79,23,1,22,43
79,24,1,20,45
79,25,1,20,45
79,26,1,19,46
79,27,1,16,49
79,28,1,15,50
79,29,1,15,50
79,30,1,13,52
79,31,1,12,53
79,32,1,10,55
79,33,1,10,55
79,34,1,10,55
79,35,1,10,55
79,36,1,9,56
79,37,1,7,58
79,38,1,5,60
79,39,1,5,60
79,40,1,5,60
79,41,0,6,60
79,42,0,4,62
79,43,0,4,62
79,44,0,4,62
79,45,0,4,62
79,46,0,4,62
79,47,0,3,63
79,48,0,3,63
79,49,0,2,64
79,50,0,2,64
79,51,0,2,64
79,52,0,2,64
79,53,0,2,64
79,54,0,2,64
79,55,0,2,64
79,56,0,2,64
79,57,0,2,64
79,58,0,1,65
79,59,0,1,65
79,60,0,0,66
80,0,79,5,0
80,1,77,7,0
80,2,72,11,1
80,3,66,17,1
80,4,59,22,3
80,5,54,24,6
80,6,48,28,8
80,7,42,33,9
80,8,34,38,12
80,9,26,44,14
80,10,15,46,23
80,11,14,41,29
80,12,11,37,36
80,13,8,35,41
80,14,4,34,46
80,15,3,33,48
80,16,3,29,52
80,17,2,30,52
80,18,0,30,54
80,19,0,29,55
80,20,0,24,60
80,21,0,22,62
80,22,0,19,65
80,23,0,18,66
80,24,0,16,68
80,25,0,13,71
80,26,0,13,71
80,27,0,12,72
80,28,0,12,72
80,29,0,11,73
80,30,0,11,73
80,31,0,10,74
80,32,0,9,75
80,33,0,9,75
80,34,0,7,77
80,35,0,5,79
80,36,0,5,79
80,37,0,4,80
80,38,0,4,80
80,39,0,4,80
80,40,0,4,80
80,41,0,3,81
80,42,0,3,81
80,43,0,2,82
80,44,0,1,83
80,45,0,1,83
80,46,0,0,84
80,47,0,0,84
80,48,0,0,84
80,49,0,0,84
80,50,0,0,84
80,51,0,0,84
80,52,0,0,84
80,53,0,0,84
80,54,0,0,84
80,55,0,0,84
80,56,0,0,84
80,57,0,0,84
80,58,0,0,84
80,59,0,0,84
80,60,0,0,84
81,0,87,5,0
81,1,83,9,0
81,2,79,13,0
81,3,73,19,0
81,4,68,23,1
81,5,57,32,3
81,6,50,36,6
81,7,36,47,9
81,8,27,51,14
81,9,22,51,19
81,10,15,49,28
81,11,11,50,31
81,12,6,54,32
81,13,4,52,36
81,14,1,51,40
81,15,1,44,47
81,16,1,42,49
81,17,0,39,53
81,18,0,34,58
81,19,0,29,63
81,20,0,25,67
81,21,0,23,69
81,22,0,19,73
81,23,0,14,78
81,24,0,13,79
81,25,0,12,80
81,26,0,9,83
81,27,0,8,84
81,28,0,7,85
81,29,0,7,85
81,30,0,6,86
81,31,0,6,86
81,32,0,5,87
81,33,0,5,87
81,34,0,4,88
81,35,0,4,88
81,36,0,4,88
81,37,0,4,88
81,38,0,3,89
81,39,0,3,89
81,40,0,3,89
81,41,0,3,89
81,42,0,3,89
81,43,0,3,89
81,44,0,3,89
81,45,0,3,89
81,46,0,3,89
81,47,0,3,89
81,48,0,3,89
81,49,0,3,89
81,50,0,3,89
81,51,0,3,89
81,52,0,3,89
81,53,0,3,89
81,54,0,3,89
81,55,0,3,89
81,56,0,3,89
81,57,0,3,89
81,58,0,2,90
81,59,0,2,90
81,60,0,2,90
82,0,71,5,0
82,1,69,7,0
82,2,66,8,2
82,3,61,12,3
82,4,53,20,3
82,5,45,27,4
82,6,40,29,7
82,7,37,31,8
82,8,29,36,11
82,9,20,43,13
82,10,16,44,16
82,11,12,45,19
82,12,8,46,22
82,13,6,43,27
82,14,4,39,33
82,15,3,37,36
82,16,3,37,36
82,17,2,35,39
82,18,2,28,46
82,19,1,25,50
82,20,1,24,51
82,21,1,21,54
82,22,1,20,55
82,23,1,20,55
82,24,1,17,58
82,25,1,13,62
82,26,1,13,62
82,27,1,11,64
82,28,0,12,64
82,29,0,12,64
82,30,0,11,65
82,31,0,9,67
82,32,0,9,67
82,33,0,9,67
82,34,0,9,67
82,35,0,9,67
82,36,0,9,67
82,37,0,9,67
82,38,0,8,68
82,39,0,8,68
82,40,0,8,68
82,41,0,8,68
82,42,0,8,68
82,43,0,6,70
82,44,0,6,70
82,45,0,5,71
82,46,0,5,71
82,47,0,5,71
82,48,0,5,71
82,49,0,5,71
82,50,0,4,72
82,51,0,3,73
82,52,0,2,74
82,53,0,2,74
82,54,0,2,74
82,55,0,2,74
82,56,0,2,74
82,57,0,2,74
82,58,0,2,74
82,59,0,1,75
82,60,0,1,75
83,0,85,5,0
83,1,83,7,0
83,2,81,8,1
83,3,79,9,2
83,4,75,13,2
83,5,66,20,4
83,6,57,25,8
83,7,49,30,11
83,8,42,33,15
83,9,32,42,16
83,10,27,39,24
83,11,20,40,30
83,12,15,38,37
83,13,13,33,44
83,14,12,31,47
83,15,11,31,48
83,16,10,25,55
83,17,8,27,55
83,18,8,26,56
83,19,6,24,60
83,20,4,24,62
83,21,3,24,63
83,22,3,21,66
83,23,3,18,69
83,24,3,17,70
83,25,3,16,71
83,26,3,14,73
83,27,3,14,73
83,28,3,11,76
83,29,3,11,76
83,30,3,9,78
83,31,2,9,79
83,32,2,8,80
83,33,2,8,80
83,34,1,7,82
83,35,1,6,83
83,36,1,5,84
83,37,1,5,84
83,38,1,4,85
83,39,1,3,86
83,40,1,3,86
83,41,1,3,86
83,42,1,3,86
83,43,1,3,86
83,44,1,2,87
83,45,1,2,87
83,46,1,2,87
83,47,1,2,87
83,48,1,2,87
83,49,1,2,87
83,50,1,2,87
83,51,1,2,87
83,52,1,2,87
83,53,1,2,87
83,54,1,1,88
83,55,1,1,88
83,56,1,1,88
83,57,1,1,88
83,58,1,1,88
83,59,1,1,88
83,60,1,1,88
84,0,70,2,0
84,1,70,2,0
84,2,69,2,1
84,3,69,1,2
84,4,69,1,2
84,5,67,3,2
84,6,65,5,2
84,7,58,12,2
84,8,54,14,4
84,9,50,15,7
84,10,42,21,9
84,11,36,24,12
84,12,27,31,14
84,13,20,36,16
84,14,17,33,22
84,15,13,37,22
84,16,10,36,26
84,17,7,36,29
84,18,5,37,30
84,19,2,37,33
84,20,2,31,39
84,21,2,28,42
84,22,2,24,46
84,23,2,22,48
84,24,0,20,52
84,25,0,18,54
84,26,0,16,56
84,27,0,15,57
84,28,0,14,58
84,29,0,12,60
84,30,0,11,61
84,31,0,9,63
84,32,0,9,63
84,33,0,9,63
84,34,0,6,66
84,35,0,5,67
84,36,0,4,68
84,37,0,4,68
84,38,0,4,68
84,39,0,2,70
84,40,0,2,70
84,41,0,2,70
84,42,0,2,70
84,43,0,2,70
84,44,0,1,71
84,45,0,1,71
84,46,0,1,71
84,47,0,1,71
84,48,0,1,71
84,49,0,1,71
84,50,0,1,71
84,51,0,1,71
84,52,0,1,71
84,53,0,1,71
84,54,0,1,71
84,55,0,1,71
84,56,0,1,71
84,57,0,1,71
84,58,0,1,71
84,59,0,1,71
84,60,0,1,71
85,0,83,3,0
85,1,80,5,1
85,2,78,7,1
85,3,77,8,1
85,4,75,9,2
85,5,69,15,2
85,6,64,18,4
85,7,58,24,4
85,8,51,29,6
85,9,47,28,11
85,10,40,33,13
85,11,35,36,15
85,12,27,39,20
85,13,24,39,23
85,14,22,39,25
85,15,16,37,33
85,16,11,37,38
85,17,10,33,43
85,18,8,33,45
85,19,7,31,48
85,20,6,28,52
85,21,4,24,58
85,22,4,20,62
85,23,4,19,63
85,24,4,18,64
85,25,2,18,66
85,26,2,16,68
85,27,2,15,69
85,28,2,12,72
85,29,2,10,74
85,30,2,10,74
85,31,2,10,74
85,32,2,7,77
85,33,2,7,77
85,34,2,7,77
85,35,2,6,78
85,36,2,6,78
85,37,2,6,78
85,38,2,6,78
85,39,2,5,79
85,40,2,4,80
85,41,2,4,80
85,42,2,4,80
85,43,2,4,80
85,44,2,2,82
85,45,2,2,82
85,46,2,2,82
85,47,2,2,82
85,48,2,1,83
85,49,2,0,84
85,50,2,0,84
85,51,2,0,84
85,52,2,0,84
85,53,2,0,84
85,54,2,0,84
85,55,2,0,84
85,56,2,0,84
85,57,2,0,84
85,58,2,0,84
85,59,2,0,84
85,60,2,0,84
86,0,83,2,0
86,1,81,3,1
86,2,80,4,1
86,3,78,6,1
86,4,77,7,1
86,5,75,9,1
86,6,72,12,1
86,7,69,13,3
86,8,65,15,5
86,9,59,19,7
86,10,51,26,8
86,11,40,35,10
86,12,34,38,13
86,13,27,42,16
86,14,21,44,20
86,15,18,45,22
86,16,14,44,27
86,17,9,45,31
86,18,8,41,36
86,19,6,39,40
86,20,4,33,48
86,21,4,29,52
86,22,3,26,56
86,23,3,24,58
86,24,2,21,62
86,25,2,18,65
86,26,1,17,67
86,27,1,17,67
86,28,1,16,68
86,29,1,14,70
86,30,1,13,71
86,31,1,10,74
86,32,1,9,75
86,33,1,9,75
86,34,1,9,75
86,35,1,7,77
86,36,1,6,78
86,37,1,4,80
86,38,1,4,80
86,39,1,4,80
86,40,1,4,80
86,41,1,3,81
86,42,1,3,81
86,43,1,3,81
86,44,1,3,81
86,45,1,3,81
86,46,1,3,81
86,47,1,3,81
86,48,1,3,81
86,49,1,2,82
86,50,1,2,82
86,51,1,2,82
86,52,1,2,82
86,53,1,2,82
86,54,1,1,83
86,55,1,1,83
86,56,1,1,83
86,57,1,1,83
86,58,1,1,83
86,59,1,1,83
86,60,1,1,83
87,0,84,5,0
87,1,81,7,1
87,2,78,6,5
87,3,75,7,7
87,4,69,11,9
87,5,64,14,11
87,6,61,15,13
87,7,55,20,14
87,8,49,20,20
87,9,44,23,22
87,10,37,27,25
87,11,34,28,27
87,12,29,25,35
87,13,28,25,36
87,14,26,25,38
87,15,22,27,40
87,16,21,26,42
87,17,19,27,43
87,18,16,25,48
87,19,15,24,50
87,20,12,25,52
87,21,12,19,58
87,22,11,18,60
87,23,10,18,61
87,24,10,18,61
87,25,10,15,64
87,26,7,17,65
87,27,6,15,68
87,28,6,14,69
87,29,5,14,70
87,30,5,11,73
87,31,5,11,73
87,32,4,11,74
87,33,4,9,76
87,34,4,9,76
87,35,4,8,77
87,36,4,5,80
87,37,4,5,80
87,38,4,4,81
87,39,4,4,81
87,40,4,4,81
87,41,4,2,83
87,42,4,2,83
87,43,4,2,83
87,44,4,2,83
87,45,4,2,83
87,46,4,2,83
87,47,4,2,83
87,48,4,2,83
87,49,4,2,83
87,50,4,2,83
87,51,4,2,83
87,52,4,1,84
87,53,4,1,84
87,54,4,1,84
87,55,4,1,84
87,56,4,1,84
87,57,4,1,84
87,58,4,1,84
87,59,4,1,84
87,60,4,1,84
88,0,94,3,0
88,1,93,4,0
88,2,89,7,1
88,3,85,11,1
88,4,83,13,1
88,5,81,10,6
88,6,77,14,6
88,7,71,18,8
88,8,63,25,9
88,9,56,30,11
88,10,45,37,15
88,11,38,42,17
88,12,35,40,22
88,13,26,46,25
88,14,20,48,29
88,15,15,49,33
88,16,9,49,39
88,17,8,44,45
88,18,7,42,48
88,19,5,38,54
88,20,4,36,57
88,21,1,34,62
88,22,1,32,64
88,23,1,31,65
88,24,0,29,68
88,25,0,25,72
88,26,0,22,75
88,27,0,22,75
88,28,0,20,77
88,29,0,18,79
88,30,0,16,81
88,31,0,14,83
88,32,0,12,85
88,33,0,10,87
88,34,0,10,87
88,35,0,10,87
88,36,0,9,88
88,37,0,7,90
88,38,0,6,91
88,39,0,6,91
88,40,0,6,91
88,41,0,5,92
88,42,0,5,92
88,43,0,4,93
88,44,0,4,93
88,45,0,4,93
88,46,0,3,94
88,47,0,3,94
88,48,0,3,94
88,49,0,3,94
88,50,0,3,94
88,51,0,3,94
88,52,0,3,94
88,53,0,3,94
88,54,0,3,94
88,55,0,2,95
88,56,0,1,96
88,57,0,1,96
88,58,0,1,96
88,59,0,1,96
88,60,0,1,96
89,0,96,3,0
89,1,96,3,0
89,2,94,5,0
89,3,93,6,0
89,4,90,9,0
89,5,84,15,0
89,6,77,20,2
89,7,69,28,2
89,8,61,31,7
89,9,55,36,8
89,10,46,42,11
89,11,36,50,13
89,12,29,52,18
89,13,23,57,19
89,14,16,61,22
89,15,11,60,28
89,16,5,58,36
89,17,4,53,42
89,18,4,47,48
89,19,3,47,49
89,20,3,43,53
89,21,2,38,59
89,22,1,34,64
89,23,1,30,68
89,24,1,28,70
89,25,1,26,72
89,26,1,23,75
89,27,1,20,78
89,28,1,19,79
89,29,1,16,82
89,30,1,15,83
89,31,1,15,83
89,32,1,14,84
89,33,1,13,85
89,34,1,10,88
89,35,1,9,89
89,36,1,9,89
89,37,1,7,91
89,38,1,7,91
89,39,1,7,91
89,40,1,7,91
89,41,1,5,93
89,42,1,5,93
89,43,1,4,94
89,44,1,4,94
89,45,1,4,94
89,46,1,4,94
89,47,1,4,94
89,48,1,3,95
89,49,1,3,95
89,50,1,2,96
89,51,1,2,96
89,52,1,1,97
89,53,1,0,98
89,54,1,0,98
89,55,1,0,98
89,56,1,0,98
89,57,1,0,98
89,58,1,0,98
89,59,1,0,98
89,60,1,0,98
90,0,87,1,0
90,1,86,2,0
90,2,84,2,2
90,3,84,2,2
90,4,84,1,3
90,5,83,2,3
90,6,82,3,3
90,7,79,6,3
90,8,76,8,4
90,9,70,13,5
90,10,61,20,7
90,11,53,26,9
90,12,44,35,9
90,13,34,42,12
90,14,24,50,14
90,15,20,52,16
90,16,14,50,24
90,17,10,51,27
90,18,6,51,31
90,19,5,43,40
90,20,3,41,44
90,21,3,37,48
90,22,3,34,51
90,23,3,32,53
90,24,3,30,55
90,25,3,27,58
90,26,3,25,60
90,27,3,23,62
90,28,3,22,63
90,29,2,20,66
90,30,2,17,69
90,31,2,12,74
90,32,2,12,74
90,33,2,12,74
90,34,2,11,75
90,35,2,10,76
90,36,2,8,78
90,37,2,8,78
90,38,2,7,79
90,39,2,7,79
90,40,2,7,79
90,41,1,7,80
90,42,1,7,80
90,43,0,8,80
90,44,0,8,80
90,45,0,7,81
90,46,0,7,81
90,47,0,6,82
90,48,0,4,84
90,49,0,3,85
90,50,0,2,86
90,51,0,2,86
90,52,0,2,86
90,53,0,2,86
90,54,0,2,86
90,55,0,2,86
90,56,0,1,87
90,57,0,0,88
90,58,0,0,88
90,59,0,0,88
90,60,0,0,88
91,0,67,2,0
91,1,66,3,0
91,2,64,4,1
91,3,62,6,1
91,4,62,3,4
91,5,60,5,4
91,6,58,6,5
91,7,56,7,6
91,8,55,7,7
91,9,52,10,7
91,10,43,19,7
91,11,35,26,8
91,12,28,31,10
91,13,23,33,13
91,14,18,35,16
91,15,12,39,18
91,16,11,37,21
91,17,9,36,24
91,18,5,38,26
91,19,3,34,32
91,20,3,30,36
91,21,2,29,38
91,22,2,26,41
91,23,2,23,44
91,24,2,20,47
91,25,2,18,49
91,26,2,16,51
91,27,1,16,52
91,28,1,14,54
91,29,1,12,56
91,30,1,10,58
91,31,1,9,59
91,32,1,9,59
91,33,1,8,60
91,34,1,7,61
91,35,1,6,62
91,36,1,5,63
91,37,1,4,64
91,38,1,4,64
91,39,1,2,66
91,40,1,2,66
91,41,1,2,66
91,42,1,2,66
91,43,1,2,66
91,44,1,2,66
91,45,1,2,66
91,46,1,2,66
91,47,1,2,66
91,48,1,2,66
91,49,1,1,67
91,50,1,1,67
91,51,1,0,68
91,52,1,0,68
91,53,1,0,68
91,54,1,0,68
91,55,1,0,68
91,56,1,0,68
91,57,1,0,68
91,58,1,0,68
91,59,1,0,68
91,60,1,0,68
92,0,83,3,0
92,1,82,4,0
92,2,81,5,0
92,3,79,7,0
92,4,78,7,1
92,5,73,12,1
92,6,67,17,2
92,7,61,21,4
92,8,54,26,6
92,9,46,33,7
92,10,41,35,10
92,11,32,39,15
92,12,25,44,17
92,13,17,43,26
92,14,16,41,29
92,15,13,38,35
92,16,12,35,39
92,17,10,34,42
92,18,9,32,45
92,19,7,32,47
92,20,7,28,51
92,21,7,25,54
92,22,6,22,58
92,23,4,21,61
92,24,4,20,62
92,25,4,17,65
92,26,4,15,67
92,27,3,16,67
92,28,3,14,69
92,29,3,13,70
92,30,3,11,72
92,31,2,11,73
92,32,2,9,75
92,33,2,7,77
92,34,2,6,78
92,35,2,5,79
92,36,2,5,79
92,37,2,4,80
92,38,2,4,80
92,39,2,4,80
92,40,2,3,81
92,41,2,3,81
92,42,2,2,82
92,43,2,2,82
92,44,2,2,82
92,45,2,2,82
92,46,2,1,83
92,47,2,1,83
92,48,2,1,83
92,49,2,1,83
92,50,2,1,83
92,51,2,1,83
92,52,2,1,83
92,53,2,1,83
92,54,2,1,83
92,55,2,1,83
92,56,2,1,83
92,57,2,1,83
92,58,2,1,83
92,59,2,1,83
92,60,2,1,83
93,0,65,1,0
93,1,64,2,0
93,2,63,3,0
93,3,61,5,0
93,4,59,7,0
93,5,55,10,1
93,6,53,10,3
93,7,49,13,4
93,8,42,20,4
93,9,41,16,9
93,10,39,16,11
93,11,31,22,13
93,12,28,24,14
93,13,25,23,18
93,14,23,23,20
93,15,21,24,21
93,16,16,28,22
93,17,12,26,28
93,18,9,27,30
93,19,7,27,32
93,20,6,27,33
93,21,5,25,36
93,22,4,23,39
93,23,3,20,43
93,24,3,20,43
93,25,3,18,45
93,26,3,17,46
93,27,2,16,48
93,28,1,14,51
93,29,1,12,53
93,30,1,10,55
93,31,1,8,57
93,32,1,8,57
93,33,1,6,59
93,34,1,5,60
93,35,1,5,60
93,36,1,5,60
93,37,1,5,60
93,38,1,5,60
93,39,1,4,61
93,40,1,4,61
93,41,1,3,62
93,42,1,3,62
93,43,1,3,62
93,44,1,3,62
93,45,1,3,62
93,46,1,2,63
93,47,1,2,63
93,48,1,2,63
93,49,1,2,63
93,50,1,1,64
93,51,1,1,64
93,52,1,1,64
93,53,1,1,64
93,54,1,1,64
93,55,1,1,64
93,56,1,1,64
93,57,1,1,64
93,58,1,1,64
93,59,1,1,64
93,60,1,1,64
94,0,88,2,0
94,1,87,2,1
94,2,86,3,1
94,3,85,4,1
94,4,83,4,3
94,5,82,4,4
94,6,80,5,5
94,7,79,5,6
94,8,76,8,6
94,9,74,8,8
94,10,70,12,8
94,11,62,19,9
94,12,60,21,9
94,13,57,22,11
94,14,53,25,12
94,15,48,28,14
94,16,42,30,18
94,17,35,34,21
94,18,31,34,25
94,19,24,38,28
94,20,20,38,32
94,21,13,39,38
94,22,11,35,44
94,23,9,33,48
94,24,6,35,49
94,25,6,32,52
94,26,6,27,57
94,27,6,23,61
94,28,6,23,61
94,29,4,24,62
94,30,4,24,62
94,31,3,23,64
94,32,3,21,66
94,33,3,19,68
94,34,3,17,70
94,35,3,16,71
94,36,3,15,72
94,37,3,15,72
94,38,3,12,75
94,39,2,12,76
94,40,2,10,78
94,41,2,10,78
94,42,2,10,78
94,43,1,8,81
94,44,1,6,83
94,45,1,5,84
94,46,1,5,84
94,47,1,5,84
94,48,1,3,86
94,49,1,3,86
94,50,1,2,87
94,51,1,2,87
94,52,1,2,87
94,53,1,2,87
94,54,1,2,87
94,55,1,2,87
94,56,1,2,87
94,57,1,2,87
94,58,1,2,87
94,59,1,2,87
94,60,1,2,87
95,0,76,3,0
95,1,74,5,0
95,2,73,5,1
95,3,70,8,1
95,4,67,9,3
95,5,60,16,3
95,6,52,22,5
95,7,45,28,6
95,8,34,38,7
95,9,25,44,10
95,10,18,46,15
95,11,15,47,17
95,12,10,47,22
95,13,9,43,27
95,14,7,43,29
95,15,6,38,35
95,16,4,38,37
95,17,3,36,40
95,18,3,33,43
95,19,3,32,44
95,20,1,33,45
95,21,0,31,48
95,22,0,28,51
95,23,0,26,53
95,24,0,24,55
95,25,0,21,58
95,26,0,21,58
95,27,0,20,59
95,28,0,19,60
95,29,0,16,63
95,30,0,14,65
95,31,0,13,66
95,32,0,10,69
95,33,0,8,71
95,34,0,6,73
95,35,0,6,73
95,36,0,6,73
95,37,0,5,74
95,38,0,4,75
95,39,0,4,75
95,40,0,4,75
95,41,0,4,75
95,42,0,3,76
95,43,0,3,76
95,44,0,2,77
95,45,0,2,77
95,46,0,2,77
95,47,0,2,77
95,48,0,2,77
95,49,0,2,77
95,50,0,2,77
95,51,0,2,77
95,52,0,2,77
95,53,0,2,77
95,54,0,2,77
95,55,0,2,77
95,56,0,2,77
95,57,0,2,77
95,58,0,2,77
95,59,0,2,77
95,60,0,2,77
96,0,56,2,0
96,1,55,3,0
96,2,54,4,0
96,3,52,6,0
96,4,49,9,0
96,5,48,10,0
96,6,40,17,1
96,7,35,21,2
96,8,31,22,5
96,9,28,22,8
96,10,27,22,9
96,11,21,26,11
96,12,14,31,13
96,13,13,31,14
96,14,12,32,14
96,15,11,30,17
96,16,9,28,21
96,17,4,30,24
96,18,3,24,31
96,19,3,21,34
96,20,1,19,38
96,21,1,19,38
96,22,1,14,43
96,23,1,13,44
96,24,1,12,45
96,25,1,11,46
96,26,1,11,46
96,27,1,10,47
96,28,1,9,48
96,29,1,9,48
96,30,1,9,48
96,31,1,6,51
96,32,0,6,52
96,33,0,4,54
96,34,0,4,54
96,35,0,3,55
96,36,0,3,55
96,37,0,3,55
96,38,0,3,55
96,39,0,3,55
96,40,0,2,56
96,41,0,2,56
96,42,0,2,56
96,43,0,2,56
96,44,0,1,57
96,45,0,1,57
96,46,0,1,57
96,47,0,1,57
96,48,0,1,57
96,49,0,1,57
96,50,0,1,57
96,51,0,1,57
96,52,0,1,57
96,53,0,1,57
96,54,0,1,57
96,55,0,1,57
96,56,0,1,57
96,57,0,1,57
96,58,0,1,57
96,59,0,1,57
96,60,0,1,57
97,0,55,1,0
97,1,55,1,0
97,2,55,1,0
97,3,55,1,0
97,4,55,1,0
97,5,53,3,0
97,6,53,2,1
97,7,53,2,1
